batch_id,hit_ratio
0,0.1814
1,0.5344
2,0.0000
3,0.0000
4,0.0000
5,0.5780
6,0.1378
7,0.0000
8,0.0000
9,0.6191
10,0.1128
11,0.6998
12,0.0000
13,0.0000
14,0.0000
15,0.0000
16,0.0000
17,0.4885
18,0.2273
19,0.0000
20,0.0000
21,0.4995
22,0.1801
23,0.0000
24,0.7158
25,0.0000
26,0.0000
27,0.2555
28,0.4603
29,0.0000
30,0.3841
31,0.3317
32,0.6084
33,0.1074
34,0.0000
35,0.0000
36,0.0000
37,0.6507
38,0.1405
39,0.6405
40,0.3661
41,0.3497
42,0.6018
43,0.1140
44,0.7158
45,0.0000
46,0.0000
47,0.0000
48,0.0000
49,0.0000
50,0.2924
51,0.4234
52,0.5273
53,0.1886
54,0.0000
55,0.0000
56,0.0000
57,0.0000
58,0.0000
59,0.0000
60,0.0000
61,0.0000
62,0.5486
63,0.1672
64,0.0000
65,0.0000
66,0.6277
67,0.0882
68,0.0000
69,0.0000
70,0.0000
71,0.0000
72,0.6227
73,0.0931
74,0.0000
75,0.0000
76,0.0000
77,0.5686
78,0.1472
79,0.7158
80,0.0000
81,0.3324
82,0.3834
83,0.5673
84,0.1485
85,0.0000
86,0.0000
87,0.0000
88,0.6135
89,0.1023
90,0.0000
91,0.1267
92,0.5891
93,0.3972
94,0.3187
95,0.0000
96,0.0000
97,0.0047
98,0.7112
99,0.3081
100,0.7158
101,0.0000
102,0.0000
103,0.6615
104,0.0543
105,0.0000
106,0.0000
107,0.7158
108,0.0000
109,0.0000
110,0.0000
111,0.2225
112,0.4933
113,0.5260
114,0.1899
115,0.0000
116,0.0000
117,0.4613
118,0.2546
119,0.7158
120,0.0682
121,0.6477
122,0.0000
123,0.0000
124,0.0000
125,0.6563
126,0.0595
127,0.0000
128,0.6233
129,0.0926
130,0.0000
131,0.0209
132,0.6950
133,0.0000
134,0.2591
135,0.4567
136,0.5626
137,0.1533
138,0.0000
139,0.0000
140,0.0000
141,0.0000
142,0.0000
143,0.7158
144,0.2785
145,0.4373
146,0.0000
147,0.3714
148,0.3444
149,0.0000
150,0.7158
151,0.0000
152,0.0000
153,0.0000
154,0.7158
155,0.1425
156,0.5733
157,0.0000
158,0.0000
159,0.4692
160,0.2467
161,0.0000
162,0.7158
163,0.0000
164,0.0000
165,0.0000
166,0.7158
167,0.0000
168,0.0000
169,0.3475
170,0.3684
171,0.0000
172,0.5857
173,0.1301
174,0.7158
175,0.1926
176,0.5232
177,0.4961
178,0.2198
179,0.7158
180,0.0000
181,0.0000
182,0.0000
183,0.0000
184,0.0000
185,0.0000
186,0.0000
187,0.5839
188,0.1320
189,0.0000
190,0.7158
191,0.0894
192,0.6265
193,0.0000
194,0.2790
195,0.4368
196,0.5825
197,0.1334
198,0.0000
199,0.0000
